iddetalle_venta,idventa,idarticulo,cantidad,precio,descuento
7708,405,142,3,262.51,45.35
7709,282,249,10,9.16,1.23
7710,846,250,8,584.6,85.93
7711,549,57,1,269.2,43.36
7712,113,226,7,399.17,96.35
7713,922,3,7,237.12,53.34
7714,549,250,9,499.08,69.25
7715,249,35,3,544.89,63.65
7716,466,232,10,380.67,69.78
7717,506,150,9,740.74,83.7
7718,613,132,1,272.85,62.21
7719,407,292,10,641.55,39.95
7720,541,153,5,726.6,71.47
7721,67,167,4,708.31,164.27
7722,685,264,6,645.1,148.78
7723,154,178,3,405.26,35.69
7724,403,87,4,451.06,24.64
7725,58,7,4,369.63,64.48
7726,182,231,7,400.07,87.93
7727,96,183,6,263.09,29.49
7728,910,209,3,423.27,34.33
7729,249,85,9,489.17,65.06
7730,131,102,7,390.51,44.3
7731,496,184,4,371.73,52.68
7732,985,148,3,4.6,1.03
7733,284,201,6,319.16,20.86
7734,678,46,1,684.75,69.2
7735,873,221,10,339.61,80.58
7736,781,118,10,47.6,5.11
7737,914,62,7,536.52,35.45
7738,652,26,4,516.4,41.03
7739,161,139,3,429.49,86.38
7740,333,128,4,64.15,15.53
7741,167,91,10,637.54,89.94
7742,37,159,3,424.03,74
7743,213,157,3,670.72,133.91
7744,330,61,10,181.82,11.58
7745,637,109,2,658.13,43.22
7746,173,14,4,389.59,56.15
7747,262,229,7,446.34,30.16
7748,808,159,2,527.83,82.29
7749,974,15,5,69.87,4.6
7750,536,29,1,58.18,8.09
7751,584,149,6,281.6,66.17
7752,135,60,8,299.35,42.66
7753,348,229,5,708.59,77.76
7754,83,205,6,144.53,16.38
7755,506,126,3,504.31,98.63
7756,988,112,1,379.19,29.21
7757,727,158,7,146.56,11.06
7758,283,180,10,483.6,84.98
7759,40,242,8,164.03,16.22
7760,957,194,2,710.44,101.33
7761,178,87,3,356.81,65.19
7762,111,17,9,239.09,23.51
7763,269,51,7,428.4,68.28
7764,586,296,3,551.94,31.52
7765,963,223,4,468.6,61.37
7766,726,125,3,471.38,113.28
7767,183,131,7,314.35,28.52
7768,411,287,4,614.51,127.62
7769,729,17,10,308.66,67.53
7770,992,96,4,431.68,60.39
7771,231,35,8,331.72,75.41
7772,960,130,2,430.43,31.07
7773,945,139,5,583.91,69
7774,488,159,1,617.01,118.42
7775,892,162,10,487.93,93.54
7776,819,80,3,270.89,26.23
7777,237,256,3,464.19,93.21
7778,190,230,6,85.23,9.4
7779,143,144,7,270.06,45.72
7780,884,224,2,282.5,63.13
7781,633,290,6,638.91,126.62
7782,77,199,5,230.65,40.02
7783,214,17,9,321.6,19.56
7784,945,145,10,211.16,42.97
7785,972,142,4,650,35.44
7786,272,176,7,19.6,1.39
7787,535,150,5,610.15,152.2
7788,215,284,1,31.35,3.32
7789,395,274,3,709.62,145.56
7790,68,37,1,29.93,6.54
7791,964,133,6,161.18,30.94
7792,619,237,9,669.55,148.64
7793,139,35,9,617.86,102.74
7794,751,79,1,440.53,84.04
7795,932,170,2,236.11,37.27
7796,428,20,7,270.06,57.85
7797,656,124,3,733.23,37.88
7798,623,177,2,644.45,78.16
7799,651,5,10,355.34,80.97
7800,436,171,1,195.44,17.54
7801,720,18,1,58.54,5.23
7802,440,214,6,444.05,70.76
7803,389,221,6,236.15,17.98
7804,532,196,6,582.2,72.25
7805,830,74,8,115.6,8.62
7806,567,161,6,121.04,13.31
7807,659,73,4,727.55,156.64
7808,998,280,6,128.71,24.06
7809,376,27,6,635.68,70.29
7810,127,255,1,91.38,16.14
7811,317,183,8,221.54,29.23
7812,15,257,9,190.49,31.48
7813,102,166,9,13.41,3.2
7814,485,262,1,685.11,156.03
7815,132,53,2,272.69,36.13
7816,444,105,2,702.63,144.56
7817,10,250,1,502.68,125.07
7818,356,269,7,439.8,71.82
7819,836,158,1,116.91,26.29
7820,57,276,7,500.5,46.21
7821,882,193,2,330.89,37.2
7822,226,225,3,587.78,73.11
7823,250,33,4,703.24,124.54
7824,366,178,6,644.68,82.15
7825,914,290,2,623.61,106.17
7826,864,289,7,465.84,46.02
7827,416,33,10,96.27,17.39
7828,190,218,3,77.59,8.01
7829,529,279,6,190.3,30.34
7830,145,120,2,587.16,121.71
7831,143,189,6,722.62,150.56
7832,967,267,1,483.08,80.94
7833,916,149,6,263.35,54.71
7834,413,51,3,308.84,41.04
7835,175,49,2,273.9,15.22
7836,352,265,4,701.32,90.53
7837,752,207,1,80.81,8.71
7838,194,108,5,1.89,0.25
7839,40,288,3,447.59,82.07
7840,648,69,4,246.43,60
7841,386,239,3,524.62,58.37
7842,553,83,9,637.15,107.05
7843,229,1,2,692.38,152.77
7844,514,202,3,357.63,70.9
7845,938,231,7,186.74,20.71
7846,447,270,3,344.64,33.19
7847,980,200,1,14.71,3.34
7848,370,11,9,731.72,63.51
7849,630,288,2,598.57,132.45
7850,846,122,2,639.28,98.93
7851,306,112,6,688.09,40.36
7852,877,159,2,152.82,30.55
7853,11,44,6,347.41,81.46
7854,290,38,7,528.05,125.76
7855,748,6,4,185.48,27.42
7856,566,266,4,599.79,64.83
7857,60,145,1,458.53,54.74
7858,388,181,7,315.21,47.62
7859,321,26,10,230.31,42.89
7860,472,63,3,389.98,73.25
7861,755,98,8,180.34,28.33
7862,849,274,6,432.89,82.65
7863,616,222,4,285.24,65.22
7864,484,205,2,562.49,31.42
7865,721,3,1,612.46,80.14
7866,474,158,6,356.89,18.78
7867,692,130,6,737.55,135.65
7868,614,176,3,482.25,43.12
7869,796,195,4,592.06,126.81
7870,436,73,2,610.62,135.67
7871,909,279,3,18.12,2.56
7872,560,144,10,384.15,66.18
7873,573,265,1,109.99,19.58
7874,109,24,6,534.47,36.55
7875,364,123,9,175.84,16.33
7876,192,9,9,57.76,3.6
7877,720,172,3,47.23,5.08
7878,702,20,3,471.52,44.44
7879,197,6,4,617.79,142.42
7880,451,106,3,418.01,82.63
7881,661,185,6,462.93,49.7
7882,619,30,5,124.39,23.21
7883,431,149,4,1.56,0.3
7884,903,225,9,728.04,102.66
7885,890,94,3,527.81,58.86
7886,700,105,6,690.99,49.15
7887,816,47,9,491.8,52.17
7888,241,22,8,446.88,68.09
7889,445,170,10,608.79,57.29
7890,172,154,10,557.27,106.07
7891,235,119,6,65.09,15.23
7892,728,153,1,225.09,45.17
7893,35,245,3,54.61,6.03
7894,569,112,10,686.59,41.33
7895,126,25,3,535.75,98.05
7896,763,111,7,598.11,85.31
7897,227,108,7,253.61,54.65
7898,606,35,7,416.65,34.23
7899,812,144,8,313.01,27.36
7900,682,227,3,608.51,82.83
7901,139,55,7,456.55,69.23
7902,369,126,1,335.57,18.09
7903,622,12,10,78.09,9.89
7904,548,79,3,659.37,84.38
7905,97,185,9,51.5,8.47
7906,686,173,7,159.1,12.6
7907,316,164,2,626.19,101.02
7908,53,292,10,410.96,44.77
7909,989,18,4,215.18,38.51
7910,902,28,9,307.84,22.25
7911,78,140,7,710.55,128.29
7912,1,254,4,212.67,37.58
7913,274,129,6,353.15,78.76
7914,908,181,3,542.74,57.61
7915,468,17,4,299.55,70.19
7916,856,52,6,266.89,50.25
7917,956,29,10,348.6,27.55
7918,98,88,8,125.51,19.05
7919,276,297,5,392.27,68.84
7920,995,255,3,429.38,83.38
7921,944,298,1,215.97,49.01
7922,209,138,8,515.78,121.86
7923,376,26,3,444.56,97.66
7924,520,47,1,236.02,32.19
7925,98,69,2,177.24,15.31
7926,860,44,5,237.77,26.22
7927,621,192,4,258.21,43.65
7928,301,93,2,621.02,91.32
7929,280,57,8,233.29,44.83
7930,972,129,9,447.7,67.98
7931,143,127,9,665.77,77.09
7932,243,198,2,493.08,120.28
7933,175,4,9,243.87,50.02
7934,397,286,3,238.99,41.95
7935,427,118,7,501.22,122.17
7936,155,130,6,732.02,156.35
7937,12,179,3,292.79,69.01
7938,619,191,2,726.47,125.67
7939,470,210,6,454.53,48.95
7940,233,166,6,90.88,5.08
7941,428,96,1,619.75,51.82
7942,6,32,3,369.63,32.68
7943,791,223,4,79.27,13.88
7944,110,165,1,749.17,142.86
7945,811,137,1,552.84,80.49
7946,445,253,6,598.1,35.78
7947,825,85,9,496.46,100.45
7948,104,34,8,376.11,78.41
7949,205,73,6,433.92,76.64
7950,945,33,9,129.07,24.96
7951,727,102,6,364.02,90.79
7952,76,84,9,483.91,54.85
7953,7,46,9,582.57,114.88
7954,427,64,10,263.15,17.7
7955,330,259,4,127.2,7.43
7956,983,125,9,682.36,67.35
7957,473,174,1,477.15,45.48
7958,114,235,3,415.77,102.94
7959,684,136,2,749.59,128.55
7960,421,229,10,631.86,69.89
7961,942,186,6,54.32,13.39
7962,7,27,6,56.92,7.08
7963,200,37,8,573.77,98.88
7964,978,163,4,587.67,122.01
7965,24,218,8,243.82,45.48
7966,930,53,2,40.64,3.43
7967,339,211,3,647.83,124.25
7968,946,254,7,15.47,2.52
7969,291,103,6,201.98,23.73
7970,214,281,7,251.1,35.86
7971,210,85,2,130.64,23.23
7972,558,251,6,8.34,1.26
7973,674,64,4,5.22,1.16
7974,666,80,8,457.37,63.48
7975,484,37,5,383.22,71.94
7976,855,103,6,271.41,40.63
7977,621,138,3,2.24,0.13
7978,489,48,7,485.73,30.44
7979,872,260,9,45.59,9.55
7980,411,237,7,34.25,2.27
7981,138,232,3,498.94,96.11
7982,324,35,3,278.53,51.7
7983,683,119,8,684.93,69.94
7984,440,6,3,705.41,100.4
7985,181,251,7,215.75,18.72
7986,63,96,9,681.92,67.98
7987,200,80,7,743.5,137.46
7988,630,252,6,280.02,54.32
7989,316,84,8,260.66,64.14
7990,331,249,7,1.93,0.23
7991,143,23,8,256.34,22.11
7992,119,216,2,509.4,72.83
7993,601,189,1,300.69,73.17
7994,704,74,3,655,70.43
7995,166,222,3,445.12,28.04
7996,191,105,6,115.72,15.34
7997,717,165,8,233.1,40.89
7998,250,228,8,353.52,18.23
7999,419,114,1,557.16,127.51
8000,256,179,7,228.61,43.25
8001,48,90,8,48.69,8.34
8002,743,262,8,60.61,4.08
8003,352,197,5,395.8,56.39
8004,375,19,2,482.26,59.62
8005,915,29,3,562.34,36.04
8006,96,240,1,554.82,32.9
8007,281,181,3,7.53,0.67
8008,419,38,1,157.65,31.54
8009,310,83,2,364.77,67.7
8010,839,119,2,718,88.87
8011,844,125,8,232.92,45.28
8012,519,195,5,75.08,10.13
8013,914,253,5,431.13,41.38
8014,287,57,1,674.77,62.4
8015,448,201,10,253.92,29.39
8016,311,91,6,180.89,13.94
8017,626,217,6,97.39,11.92
8018,457,102,7,180.93,31.59
8019,749,180,3,674.92,37.6
8020,40,142,1,200.68,29.97
8021,580,283,4,734.7,73.67
8022,883,168,6,53.54,13.29
8023,458,127,10,56.14,9.17
8024,493,29,7,571.05,72.08
8025,161,56,1,686.73,138.06
8026,145,189,5,478.01,65.32
8027,11,221,10,413.68,42.64
8028,594,272,4,293.81,54.35
8029,626,269,5,28.41,3.34
8030,671,283,2,713.06,77.72
8031,893,235,10,554.55,31.03
8032,270,137,9,608.51,96.11
8033,327,191,4,79.08,5.82
8034,427,148,6,341.94,43
8035,7,265,4,369.15,25.15
8036,184,249,6,636.22,50.28
8037,345,20,3,396.89,33.37
8038,783,133,2,459.57,61.11
8039,507,93,3,278.35,56.27
8040,147,98,1,482.59,84.42
8041,216,260,9,487.06,82.16
8042,503,13,7,658.92,73.27
8043,852,114,8,586.73,33.63
8044,804,39,10,634.18,154.96
8045,804,89,1,137.82,17.61
8046,627,242,7,688.63,129.63
8047,979,147,8,666.51,125.39
8048,137,290,6,608.51,144.94
8049,684,278,10,579.96,43.77
8050,454,189,5,644.23,71.37
8051,685,200,4,588.39,32.68
8052,364,109,6,618.81,37.52
8053,308,204,1,321,38.16
8054,363,87,2,45.31,3.64
8055,568,63,4,666.63,95.36
8056,137,16,8,72.01,14.32
8057,117,80,5,633.63,36.59
8058,46,162,3,698.7,148.61
8059,712,130,3,155.33,21.31
8060,597,170,4,48.57,5.33
8061,979,49,10,304.12,74
8062,389,175,7,301.78,60.17
8063,695,165,10,600.95,108.04
8064,119,185,6,488.12,86.09
8065,63,239,3,559.3,116.06
8066,658,6,4,302.83,34.34
8067,245,24,4,509.92,47.73
8068,835,282,4,716.22,144.37
8069,606,249,7,202.3,15.44
8070,53,93,3,221.37,48.44
8071,437,208,7,62.02,10.69
8072,522,137,7,648,152.8
8073,494,151,3,16.17,2.69
8074,613,216,10,460.5,78.42
8075,217,44,1,227.88,35.12
8076,787,66,9,503.31,105.06
8077,896,88,6,267.33,27.66
8078,812,263,6,602.14,43.52
8079,661,113,9,578.01,101.08
8080,273,128,6,56.22,13.43
8081,545,171,3,234.42,44.22
8082,919,126,5,181.64,44.05
8083,173,246,2,185.55,30.01
8084,215,200,7,317.46,28.31
8085,460,181,3,526.42,51.33
8086,86,55,8,155.54,22.97
8087,7,87,6,535.93,105.39
8088,493,48,3,372.36,60.77
8089,206,266,1,310.87,52.38
8090,339,22,10,281.78,22.37
8091,968,3,3,677.14,75.76
8092,800,4,2,445.65,77.31
8093,730,65,9,258.7,33.2
8094,163,294,4,26.34,6.09
8095,586,15,5,445.36,92.18
8096,397,206,3,281.53,45.17
8097,716,210,4,694.52,39.21
8098,21,160,10,495.82,76.97
8099,956,251,8,320.21,43.83
8100,152,224,2,601.15,143.4
8101,205,221,9,314.44,46.46
8102,100,102,4,183.88,9.48
8103,923,254,1,557.94,35.17
8104,406,202,3,472.28,113.17
8105,847,187,1,87.95,21.97
8106,375,124,5,733.21,50.46
8107,915,186,6,252.54,22.95
8108,134,116,5,669.22,145.93
8109,941,22,8,36.05,2.77
8110,607,251,10,735.72,182.65
8111,479,221,1,320.55,51.95
8112,446,117,1,250.77,13.06
8113,344,146,10,523.95,102.24
8114,350,81,6,635.23,126.16
8115,36,177,4,335.28,64.3
8116,469,198,6,47.44,10.21
8117,633,183,10,698.98,161.8
8118,196,236,10,258.5,18.23
8119,504,176,10,256.4,21.86
8120,944,112,6,92.9,16.34
8121,798,127,6,254,35.26
8122,631,55,7,44.06,3.53
8123,255,98,8,165.52,37.17
8124,261,208,2,624.86,73.3
8125,473,277,1,389.13,60.84
8126,919,177,4,584.71,120.91
8127,263,36,2,690.45,156.21
8128,890,251,6,89.72,12.03
8129,17,135,5,695.7,135.21
8130,206,190,10,216.53,11.25
8131,922,77,7,17.05,4.05
8132,603,234,3,626.04,31.49
8133,621,200,5,214.63,36.13
8134,538,51,5,235.56,31.38
8135,238,220,5,678.5,44.23
8136,610,57,7,129.58,31.32
8137,614,103,8,623.82,51.78
8138,347,99,4,111.48,21.5
8139,239,46,2,315.77,70.06
8140,703,42,9,332.18,19.66
8141,834,191,8,248.72,55.7
8142,602,272,6,135.76,18.65
8143,552,185,10,713.97,38.81
8144,513,259,4,11.94,2.92
8145,573,64,7,353.95,49.44
8146,284,201,3,530.43,91.74
8147,740,24,8,719.03,64.84
8148,750,151,9,201.9,14.01
8149,508,128,7,426.62,27.94
8150,826,78,2,365.44,34.75
8151,729,189,10,5.36,1.1
8152,969,256,9,96.01,13.77
8153,299,267,1,300.97,64.93
8154,814,176,8,318.4,70.22
8155,195,95,3,264.76,61.51
8156,630,162,8,680.76,62.92
8157,199,281,7,730,65.64
8158,785,263,7,712.01,93.3
8159,723,174,10,670.36,56.87
8160,117,24,6,252.8,13.32
8161,582,41,2,89.6,13.76
8162,118,133,3,480.42,91.28
8163,790,191,10,471.84,55.29
8164,464,273,4,417.09,91.67
8165,624,120,10,647.19,107.79
8166,115,294,10,457.66,44.42
8167,994,116,10,252.15,57.44
8168,470,217,5,249.44,61.21
8169,307,168,5,57.1,3.42
8170,379,245,7,518.82,68.06
8171,761,237,10,166.54,29
8172,154,212,10,516.09,41.09
8173,275,123,8,82.33,5.74
8174,319,237,8,581.44,135.47
8175,681,224,3,200.86,18.88
8176,585,9,1,250.23,15.69
8177,715,35,3,510.65,35.36
8178,140,247,8,511.38,32.61
8179,94,259,4,633.65,35.17
8180,644,31,4,617.1,66.17
8181,458,233,3,521.24,99.61
8182,871,34,8,674.19,147.85
8183,15,242,6,617.95,65.31
8184,740,76,4,554.54,107.15
8185,314,221,8,226.85,46.39
8186,443,204,4,323.33,28.9
8187,835,40,6,265.42,60.66
8188,992,25,8,567.75,34.83
8189,488,237,8,256.33,62.36
8190,650,210,5,723.59,89.01
8191,48,257,5,133.14,13.35
8192,319,176,10,556.64,98.28
8193,815,175,8,260.08,56.31
8194,325,124,9,529.63,114.21
8195,851,126,5,9.03,1.42
8196,385,109,2,615.05,98.91
8197,860,54,9,206.11,50.91
8198,974,183,9,599.47,124.61
8199,533,292,10,76.91,11.1
8200,455,143,1,107.58,5.64
8201,477,25,8,664.45,72.19
8202,696,284,9,281.82,50.78
8203,247,215,1,105.8,8.21
8204,141,252,10,395.92,92.11
8205,451,243,4,535.91,56.72
8206,217,32,2,499.95,28.03
8207,471,261,6,11.55,2.04
8208,724,208,2,174.66,31.39
8209,565,136,10,446.01,80.45
8210,644,278,2,27,6.35
8211,100,17,3,33.06,8.12
8212,350,289,2,229.35,56.94
8213,92,78,6,442.11,97.07
8214,895,258,9,721.14,81.53
8215,481,17,4,114.82,20.84
8216,375,228,9,651.24,38.78
8217,928,186,9,729.32,143.8
8218,360,221,5,744.61,98.26
8219,18,280,5,602.27,79
8220,9,138,1,314.25,17.32
8221,68,49,10,129.12,16.05
8222,101,278,9,380.48,19.88
8223,911,27,4,360.46,19.26
8224,145,130,5,322.22,35.49
8225,177,286,10,169.47,13.97
8226,44,98,6,635.11,136.6
8227,255,140,1,403.71,81.61
8228,401,154,8,560.85,118.1
8229,766,179,3,123.82,29.29
8230,853,5,10,643.34,155.98
8231,211,106,2,396.54,67.06
8232,448,163,3,171.27,31.74
8233,977,35,1,709.54,156.19
8234,437,275,8,568.89,29.4
8235,210,227,9,486.63,81.67
8236,741,169,7,548.55,74.76
8237,324,3,2,262.8,64.84
8238,956,125,8,396.04,67.88
8239,729,108,3,623.49,147.99
8240,183,168,6,357.54,48.92
8241,216,221,9,727.74,160.38
8242,640,153,4,392.83,67.13
8243,224,252,2,398.43,71.18
8244,483,151,5,253.62,45.01
8245,142,270,1,325.22,53.59
8246,490,40,9,194.88,45.19
8247,393,283,9,587.05,112.51
8248,180,203,8,204.92,46.43
8249,127,35,7,96.2,10.22
8250,772,111,4,685.1,70.63
8251,316,154,6,238.98,27.48
8252,330,50,6,356.74,44.24
8253,598,121,4,38.29,9.13
8254,853,153,6,656.58,134.36
8255,647,38,7,494.23,121.53
8256,301,249,1,454.15,89.59
8257,354,293,3,619.61,113.32
8258,989,245,10,325.71,29.16
8259,723,213,2,676.18,88.99
8260,655,151,4,573.44,33.46
8261,194,34,6,291.41,68.61
8262,605,121,5,155.84,12.15
8263,899,128,7,697.17,137.15
8264,460,90,4,74.46,10.32
8265,972,95,10,601.14,127.59
8266,469,101,1,64.21,5.53
8267,958,243,9,614.24,67.02
8268,200,238,2,422.45,36.43
8269,979,24,9,731.12,127.76
8270,308,251,4,232.95,28.38
8271,700,271,4,323.31,55.92
8272,944,259,8,37.33,2.97
8273,956,289,3,462.04,103.91
8274,115,184,8,610.88,97.16
8275,964,74,6,60.69,5.22
8276,767,21,8,374.65,28.37
8277,624,291,2,257.68,55.66
8278,743,63,9,76.23,8.75
8279,407,166,1,619.69,68.84
8280,597,205,6,499.67,36.39
8281,776,41,3,477.82,70.79
8282,933,157,8,388.22,31.78
8283,427,204,9,241.08,46.86
8284,142,40,7,193.79,23.98
8285,461,197,1,164.58,24.4
8286,26,45,6,430.06,58.83
8287,742,236,8,17.28,1.14
8288,312,109,7,457.85,57.52
8289,252,124,6,96.13,10.75
8290,56,253,3,536.67,126.33
8291,13,220,9,636.73,120.7
8292,80,118,5,607.24,45.38
8293,655,64,4,631.78,136.32
8294,141,249,1,35.11,6.06
8295,570,79,3,677.39,72.89
8296,302,291,2,638.23,54.05
8297,783,219,7,160.54,38.32
8298,727,225,2,415.92,84.55
8299,963,51,9,513.37,68.97
8300,744,207,8,523.79,65.63
8301,110,227,1,601.94,146.73
8302,283,76,5,289.67,55.29
8303,925,2,2,288.15,39.72
8304,533,30,3,709.19,129.44
8305,287,75,9,396.69,92.23
8306,316,172,5,707.41,81.68
8307,92,201,9,55.57,3.32
8308,715,25,2,630.51,79.68
8309,224,181,9,169.09,16.64
8310,644,16,9,518.93,67.65
8311,62,228,7,35.27,8.11
8312,923,186,2,145.71,22.74
8313,193,191,3,671.19,58.94
8314,926,164,7,418.73,42.76
8315,379,139,8,49.99,8.43
8316,733,55,6,540.19,75.85
8317,943,281,4,401.9,34.44
8318,276,77,5,691.56,156.61
8319,595,141,7,709.45,90.58
8320,294,180,3,607.8,76.16
8321,159,3,9,157.13,27.82
8322,273,277,10,205.15,35.27
8323,132,102,3,472.43,63.64
8324,992,52,10,277.8,58.71
8325,491,226,7,257.5,36.28
8326,231,263,2,52.81,3.36
8327,773,162,8,489.73,114.45
8328,435,196,2,11.38,1.3
8329,765,292,2,586.23,70.8
8330,934,228,10,656.24,151.4
8331,670,186,10,1.16,0.2
8332,462,292,4,12.31,2.74
8333,50,66,8,716.69,85.67
8334,159,129,1,718.18,152.91
8335,335,278,2,749.02,68.99
8336,286,249,9,630.69,33.39
8337,365,247,7,639.35,108.17
8338,446,83,9,515.92,111.45
8339,809,226,8,507.2,27.04
8340,378,260,10,482.52,93.3
8341,138,20,4,153.59,13.06
8342,405,221,9,292.46,17.71
8343,508,70,5,380.3,94.05
8344,210,154,9,78.81,9.98
8345,985,174,10,374.53,41.94
8346,442,117,9,71.65,14.11
8347,353,194,9,708.88,153.44
8348,751,86,4,316,32.25
8349,544,38,8,235.26,53.25
8350,93,283,8,676.1,148.43
8351,34,5,2,44.48,10.72
8352,669,269,5,316.22,30.49
8353,818,140,7,707.13,141.57
8354,218,278,1,482.17,96.33
8355,87,76,4,158.78,27.47
8356,630,77,4,275.14,17.81
8357,253,231,4,481.61,66.5
8358,859,28,4,241.79,15.43
8359,501,280,9,161.18,17.28
8360,210,214,2,431.24,67.36
8361,823,31,8,595.71,139.12
8362,660,150,2,724.49,133.11
8363,15,103,2,378.94,87.51
8364,525,51,4,325.21,72.5
8365,332,257,10,425.48,106.11
8366,344,182,7,48.43,8.06
8367,37,158,8,594.19,127.26
8368,76,51,5,335.5,83.42
8369,53,115,3,650.79,130.6
8370,278,261,2,560.57,134.2
8371,828,297,4,692.43,84.61
8372,291,50,9,166.95,11.75
8373,77,203,4,228.32,24.62
8374,695,224,7,667.04,70.38
8375,776,199,8,698.26,85.69
8376,55,280,4,235.21,21.56
8377,444,268,3,653.45,102.67
8378,650,185,8,26.68,5.37
8379,106,93,1,218.07,51.92
8380,492,140,7,344.98,41.47
8381,914,43,10,100.2,24.75
8382,452,118,1,436.94,24.49
8383,701,271,3,272.92,68.18
8384,294,35,7,77.85,14.28
8385,488,63,10,98.16,23.79
8386,66,151,6,593.04,136.64
8387,243,58,8,549.82,125.31
8388,513,150,5,107.25,12.57
8389,794,217,3,77.16,7.84
8390,123,95,8,482.47,28.25
8391,340,298,10,309.24,39.65
8392,565,277,6,88.77,6.58
8393,256,102,3,590.96,56.43
8394,22,59,3,200.02,36.57
8395,333,53,2,588.08,112.7
8396,663,169,6,687.25,71.88
8397,316,185,5,628.46,57.5
8398,427,130,7,495.99,39.97
8399,121,191,4,47.13,10.75
8400,749,91,10,675.03,37.96
8401,309,170,10,446.96,65.53
8402,188,172,5,136.5,25.2
8403,762,207,7,100.42,22.28
8404,524,166,6,215.46,29.78
8405,899,219,4,85.16,15.38
8406,5,52,10,468.26,51.9
8407,960,190,9,602.92,143.57
8408,398,64,3,221.66,54.72
8409,674,141,4,703.88,93.31
8410,145,66,8,426.4,84.99
8411,574,150,1,544.92,86.1
8412,407,261,2,616.01,53.14
8413,572,69,2,564.59,114.91
8414,649,158,2,720.33,114.14
8415,169,181,4,492.52,110.32
8416,302,180,4,454.27,29.83
8417,748,224,9,447.66,111.76
8418,697,225,6,87.7,17.67
8419,634,45,3,570.38,89.64
8420,402,267,2,415.51,52.17
8421,883,179,1,178.45,41.98
8422,975,294,5,343.21,33.69
8423,101,254,8,305.47,38.78
8424,363,137,9,284.82,42.89
8425,352,257,2,483.15,82.33
8426,109,27,9,250.38,37.95
8427,914,149,10,81.12,10.28
8428,443,114,1,429.4,99.96
8429,303,45,8,591.85,91.56
8430,528,290,10,69.53,12.01
8431,594,134,8,312.38,23.39
8432,807,106,9,633.52,117.41
8433,172,65,10,92.12,18.36
8434,303,287,1,279.35,25.73
8435,756,45,2,583.5,57.59
8436,599,38,2,24.83,1.5
8437,128,102,3,256.55,28.42
8438,34,136,2,204.51,46.54
8439,511,272,5,730.06,67.25
8440,573,221,9,472.53,98.03
8441,827,39,4,246.7,52.53
8442,893,151,8,476.43,31.31
8443,130,256,2,728.11,46.96
8444,928,295,3,232.46,51.83
8445,947,261,7,104.06,12.98
8446,965,5,9,740.01,138.18
8447,955,292,10,50.66,2.57
8448,518,52,7,320.02,22.43
8449,192,256,10,115.65,6.69
8450,594,250,4,40.07,5.45
8451,452,18,2,158.68,16.11
8452,553,16,3,645.94,108.03
8453,61,22,7,329.7,63.98
8454,88,2,4,185.19,30.99
8455,420,30,2,725.87,94.6
8456,55,57,1,717.45,147.58
8457,14,125,1,657.02,107.7
8458,893,272,7,85.42,6.69
8459,67,168,4,144.61,30.1
8460,485,260,6,673.99,102.08
8461,353,27,9,104.65,19.31
8462,718,94,3,158.37,12.65
8463,713,32,9,626.59,106
8464,157,191,9,722.31,96.52
8465,731,96,3,88.79,11.68
8466,88,265,5,66.57,12.24
8467,611,118,7,443.49,80.17
8468,596,248,9,11.35,0.63
8469,792,231,3,615.1,112.26
8470,104,156,2,143.32,32.46
8471,944,140,10,472.36,31.11
8472,690,244,10,633.28,139.06
8473,729,190,1,334.39,55.58
8474,48,273,3,466.71,85.44
