idventa,idcliente,idusuario,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado
1113,477,12,Invoice,H,H992503,2023-08-13,14.25,3701.41,Pending
1114,176,10,Receipt,W,W792038,2020-01-06,7.62,5832.48,Cancelled
1115,316,21,Invoice,R,R461095,2021-12-29,13.12,5299.39,Cancelled
1116,275,34,Invoice,W,W744422,2020-03-12,8.22,3128.67,Processed
1117,525,28,Invoice,A,A979733,2023-05-26,5.52,1476.27,Pending
1118,340,32,Invoice,A,A435624,2022-05-09,1.86,9907.89,Pending
1119,462,15,Invoice,Z,Z805860,2023-02-23,9.52,9443.18,Cancelled
1120,431,50,Invoice,W,W573492,2021-05-17,8.75,4747.71,Processed
1121,308,25,Invoice,S,S170686,2021-12-14,4.15,8229.55,Processed
1122,470,47,Receipt,R,R515807,2020-12-16,1.42,8965.7,Cancelled
1123,193,34,Receipt,D,D103526,2023-08-22,9.68,1120.89,Cancelled
1124,414,33,Receipt,A,A338264,2023-05-08,8.85,4203.32,Pending
1125,504,44,Receipt,K,K890627,2023-04-13,11.58,8476.23,Cancelled
1126,163,42,Invoice,L,L908594,2022-08-22,11.99,6868.9,Pending
1127,543,29,Receipt,E,E684378,2022-08-28,12.89,6742.69,Processed
1128,224,44,Receipt,R,R428528,2023-07-24,7.22,3119.49,Processed
1129,320,46,Receipt,L,L484057,2020-01-23,0.39,5728.83,Pending
1130,199,26,Receipt,Q,Q652604,2022-11-30,3.4,3950.59,Processed
1131,201,32,Receipt,W,W229807,2023-05-29,0.59,1170.51,Pending
1132,597,41,Invoice,N,N835293,2020-09-09,2.54,5735.81,Pending
1133,423,34,Receipt,D,D058957,2023-09-19,6.84,8105.79,Pending
1134,236,32,Invoice,I,I561119,2021-09-23,4.09,5540.06,Cancelled
1135,251,35,Receipt,Y,Y056254,2020-10-16,7.53,3350.2,Pending
1136,293,17,Receipt,P,P277220,2021-12-25,3.36,5488.89,Pending
1137,286,28,Invoice,W,W837988,2022-08-30,6.84,8791.24,Processed
1138,447,21,Receipt,E,E145441,2023-06-26,6.74,800.9,Pending
1139,495,22,Receipt,S,S086137,2020-05-26,5.18,809.09,Cancelled
1140,461,23,Invoice,J,J404826,2020-06-21,4.44,9022.99,Processed
1141,148,31,Receipt,X,X386019,2022-02-13,14.99,305.65,Processed
1142,475,43,Invoice,J,J718386,2020-05-09,6.95,2593.74,Cancelled
1143,556,24,Receipt,O,O579567,2020-09-24,10.14,8599.98,Pending
1144,452,49,Invoice,S,S537678,2020-07-14,11.61,6054.8,Processed
1145,349,28,Receipt,C,C529757,2023-08-30,3.78,3965.91,Pending
1146,263,26,Invoice,P,P930195,2023-08-15,8.19,9602.02,Pending
1147,239,31,Receipt,T,T256014,2022-05-20,10.94,8032.7,Pending
1148,239,9,Receipt,U,U260254,2022-01-29,6.73,7135.45,Cancelled
1149,194,20,Invoice,Z,Z813365,2020-05-11,8.32,9030.51,Pending
1150,172,3,Invoice,O,O724141,2022-06-14,10.01,4620.77,Processed
1151,249,38,Receipt,U,U984789,2020-09-18,11.28,7573.31,Pending
1152,290,24,Receipt,O,O202836,2021-09-02,9.56,8988.45,Processed
1153,566,30,Invoice,U,U451708,2020-08-08,4.45,1098.9,Cancelled
1154,386,30,Invoice,W,W752305,2021-08-01,9.91,4059.3,Cancelled
1155,542,21,Receipt,U,U026558,2021-09-26,13.6,375.49,Pending
1156,560,5,Receipt,V,V816002,2021-11-30,13.69,812.16,Pending
1157,364,11,Invoice,I,I809145,2023-06-29,7.47,8393.55,Cancelled
1158,571,19,Invoice,E,E352253,2020-11-08,12.67,5573.56,Processed
1159,330,11,Receipt,W,W010426,2022-02-10,12.9,4236.79,Cancelled
1160,414,35,Invoice,I,I261329,2020-04-14,0.85,9587.95,Cancelled
1161,320,41,Receipt,M,M743055,2022-11-17,13.89,660.04,Pending
1162,283,24,Invoice,Y,Y006144,2023-10-05,6.49,6420.87,Cancelled
1163,180,17,Receipt,M,M025893,2020-07-24,5.74,5763.51,Pending
1164,440,14,Receipt,F,F765759,2022-04-03,3.61,3200.9,Pending
1165,349,17,Invoice,K,K490927,2021-01-07,12.83,9308.01,Cancelled
1166,445,47,Invoice,R,R128173,2020-02-06,13.41,6304.85,Cancelled
1167,585,7,Invoice,W,W708733,2023-04-23,2.51,6486.81,Pending
1168,161,30,Invoice,P,P848550,2023-08-11,12.51,8513.13,Cancelled
1169,490,6,Receipt,R,R687777,2020-09-11,5.85,2485.74,Pending
1170,364,28,Receipt,C,C520345,2022-03-21,4.02,3326.23,Pending
1171,156,34,Receipt,G,G599161,2021-11-21,0.61,8437.29,Processed
1172,191,38,Invoice,Q,Q443755,2023-06-20,8.6,6722.76,Processed
1173,209,29,Receipt,R,R146696,2020-09-15,14.45,3440.44,Pending
1174,521,29,Receipt,N,N920398,2023-03-15,14.21,2998.12,Cancelled
1175,245,18,Receipt,G,G900988,2023-07-18,0.86,6797.39,Pending
1176,367,26,Receipt,F,F540560,2021-03-04,7.9,9773.66,Cancelled
1177,176,4,Receipt,A,A632924,2021-08-20,1.57,7902.64,Cancelled
1178,521,14,Invoice,K,K968782,2020-07-13,4.79,2065.3,Processed
1179,526,50,Receipt,R,R656061,2022-01-29,9.67,6063.27,Processed
1180,314,2,Invoice,T,T160282,2022-09-05,1.32,9105.14,Pending
1181,480,38,Receipt,E,E370976,2022-02-20,10.52,1603.6,Pending
1182,162,29,Invoice,H,H292166,2023-07-10,7,9772.41,Processed
1183,167,50,Invoice,C,C486461,2020-03-30,14.39,8986.07,Cancelled
1184,255,25,Invoice,M,M743431,2021-07-05,9.35,7892.96,Processed
1185,264,33,Receipt,Z,Z892750,2020-08-21,2.2,5955.31,Processed
1186,416,44,Receipt,L,L858893,2023-02-14,13.61,954.65,Processed
1187,378,37,Invoice,Q,Q097261,2020-05-09,4.75,2323.07,Processed
1188,591,47,Receipt,E,E666011,2023-06-30,3.01,6526.86,Processed
1189,584,26,Receipt,Y,Y763229,2021-09-01,3.68,7451.79,Cancelled
1190,562,31,Invoice,R,R162546,2021-11-04,6.47,4449.1,Processed
1191,530,35,Receipt,I,I083027,2021-04-26,14.59,4138.39,Processed
1192,495,28,Invoice,P,P549507,2022-08-24,8.71,2263.65,Pending
1193,114,14,Receipt,F,F285446,2023-10-16,10.03,2997.93,Cancelled
1194,119,32,Invoice,W,W626022,2023-09-14,11.86,9384.11,Processed
1195,507,26,Receipt,Y,Y569919,2022-01-26,14.16,4126.63,Processed
1196,196,45,Receipt,R,R379300,2021-07-17,13.19,7308.31,Cancelled
1197,550,21,Invoice,V,V378083,2021-12-21,4.64,2053,Cancelled
1198,527,36,Receipt,X,X662185,2022-08-10,12.17,4248.21,Pending
1199,385,50,Receipt,C,C688410,2020-04-18,8.38,5621.72,Pending
1200,439,44,Receipt,F,F965853,2020-02-13,2.61,6464.18,Pending
1201,110,25,Receipt,X,X131466,2023-03-15,5.18,2327.01,Pending
1202,363,34,Receipt,E,E403427,2020-10-07,3.9,7127.78,Pending
1203,384,50,Invoice,I,I992169,2023-05-23,13.13,5846.2,Cancelled
1204,426,37,Invoice,Q,Q781576,2020-10-20,2.16,1124.98,Cancelled
1205,443,15,Invoice,C,C302376,2020-05-15,11.88,3463.7,Pending
1206,578,6,Invoice,L,L954775,2022-04-26,0.6,6834.17,Cancelled
1207,342,37,Receipt,K,K405383,2023-08-06,13.37,548.65,Cancelled
1208,516,35,Receipt,H,H358845,2021-04-27,6.5,3962.99,Processed
1209,263,19,Receipt,V,V684395,2023-08-09,2.17,6156.11,Pending
1210,229,2,Receipt,Z,Z228011,2022-09-30,7.93,2028.6,Cancelled
1211,422,37,Invoice,H,H379021,2021-05-11,6.68,723.48,Pending
1212,466,28,Invoice,R,R982632,2021-03-17,12.98,5345.37,Cancelled
1213,485,22,Invoice,V,V687228,2020-06-30,8.65,3425.05,Processed
1214,302,28,Receipt,F,F253521,2021-01-04,2.41,9810.26,Cancelled
1215,505,50,Invoice,Z,Z356222,2023-03-11,5.26,4574.48,Pending
1216,196,34,Receipt,Q,Q260724,2022-01-19,6.06,9258.73,Cancelled
1217,197,23,Invoice,W,W426823,2022-02-13,9.33,606.17,Processed
1218,494,39,Receipt,K,K158637,2020-03-07,5.68,4437.26,Pending
1219,126,46,Receipt,K,K146141,2022-11-01,3.05,3193.13,Cancelled
1220,387,17,Invoice,U,U731159,2021-12-24,10.2,306.35,Cancelled
1221,521,3,Invoice,R,R713604,2020-12-15,5.1,1121.66,Pending
1222,319,26,Invoice,K,K205160,2023-02-25,0.82,9841.02,Processed
1223,157,25,Receipt,K,K009847,2021-07-06,9.67,4931.16,Cancelled
1224,295,14,Invoice,R,R901588,2020-08-22,2.03,2910.41,Processed
1225,219,37,Receipt,V,V333881,2020-10-17,7.64,5077.15,Pending
1226,315,21,Receipt,S,S292053,2021-05-31,10.9,5604.39,Pending
1227,571,49,Invoice,P,P614133,2023-02-16,0.53,9822.27,Processed
1228,469,12,Invoice,S,S308006,2022-08-10,9.88,298.87,Processed
1229,189,41,Receipt,F,F800600,2021-09-14,5.47,8086.21,Cancelled
1230,197,43,Invoice,B,B369761,2020-09-24,12.83,5300.94,Cancelled
1231,264,29,Invoice,J,J822657,2022-04-02,1.78,8099.33,Cancelled
1232,239,6,Receipt,R,R047562,2020-11-05,6.84,1541.97,Pending
1233,278,40,Invoice,E,E963732,2023-04-08,13.17,6959.36,Pending
1234,221,20,Invoice,U,U381784,2021-12-22,14.82,839.2,Processed
1235,510,24,Invoice,S,S818993,2023-09-07,6.89,9105.61,Cancelled
1236,356,22,Invoice,G,G857344,2020-06-16,1.05,1569.65,Pending
1237,471,14,Receipt,U,U347841,2023-12-06,3.18,7615.82,Processed
1238,377,28,Invoice,A,A275480,2020-07-12,0.16,1188.01,Processed
1239,250,32,Receipt,P,P819926,2021-07-18,1.26,3092.43,Cancelled
1240,296,19,Receipt,Q,Q043591,2021-11-21,0.31,5394.33,Pending
1241,215,35,Receipt,Z,Z225797,2020-04-11,7.7,8866.15,Processed
1242,287,24,Receipt,W,W562305,2021-03-03,9.37,113.62,Processed
1243,277,16,Invoice,S,S702348,2022-09-03,4.35,1720.82,Cancelled
1244,120,10,Invoice,D,D892743,2022-06-27,6.43,4722.22,Cancelled
1245,466,41,Receipt,G,G829812,2023-02-10,0.08,1435.52,Cancelled
1246,382,28,Receipt,U,U704034,2023-02-11,14.49,8227.91,Cancelled
1247,411,1,Receipt,L,L171284,2020-04-04,11.33,5171.77,Pending
1248,329,38,Receipt,E,E645779,2022-07-28,12.73,8876.02,Cancelled
1249,334,44,Receipt,R,R810253,2020-10-25,12.55,2519.09,Pending
1250,457,8,Invoice,R,R098944,2022-04-27,13.82,1132.35,Cancelled
1251,477,50,Receipt,D,D949104,2022-11-30,2.34,7530.42,Processed
1252,175,19,Receipt,S,S920017,2021-02-09,11.86,7490.57,Cancelled
1253,421,16,Receipt,P,P775406,2022-02-26,10.85,9327.05,Pending
1254,253,34,Receipt,Q,Q728409,2023-01-06,3.07,9782.35,Processed
1255,135,12,Invoice,V,V163150,2021-05-19,6.94,248.82,Pending
1256,414,18,Invoice,P,P996343,2023-12-04,8.25,1992.2,Cancelled
1257,213,28,Invoice,M,M366051,2020-10-25,13.59,3084.81,Cancelled
1258,208,14,Invoice,X,X325309,2022-08-27,11.6,5626.26,Processed
1259,554,7,Invoice,K,K876748,2020-12-31,9.83,261.36,Processed
1260,280,15,Receipt,T,T486861,2022-05-07,1.47,9468.49,Pending
1261,224,1,Invoice,F,F065051,2023-06-29,3.82,4523.43,Processed
1262,548,23,Invoice,A,A907633,2020-10-26,2.02,7763.17,Pending
1263,167,5,Receipt,C,C511708,2020-12-26,9.84,560.47,Pending
1264,530,9,Receipt,C,C140117,2021-07-02,5.95,8345.25,Cancelled
1265,573,8,Receipt,N,N660975,2023-03-21,12.71,6359.27,Cancelled
1266,112,5,Invoice,L,L843356,2023-10-06,2.04,9367.31,Cancelled
1267,463,50,Receipt,K,K225299,2023-12-30,14.86,5550.51,Cancelled
1268,222,41,Invoice,Q,Q178356,2023-08-15,13.35,6975.75,Processed
1269,153,11,Invoice,T,T911022,2022-04-26,11.46,1600.62,Processed
1270,347,27,Receipt,Q,Q881706,2021-11-25,7.97,2349.73,Processed
1271,169,23,Receipt,E,E716521,2022-07-13,6.36,4218.03,Pending
1272,322,35,Receipt,N,N109154,2023-11-08,12.86,3632.67,Pending
1273,371,12,Invoice,P,P296399,2020-02-10,11.28,6206.11,Cancelled
1274,438,14,Invoice,K,K360727,2020-04-13,0.75,5309.73,Pending
1275,188,36,Invoice,V,V038033,2021-07-10,13.2,5235.22,Cancelled
1276,497,45,Invoice,S,S651091,2021-07-07,4.3,3800.37,Processed
1277,365,28,Receipt,C,C275770,2021-10-03,0.94,6809.34,Cancelled
1278,516,50,Receipt,H,H019624,2021-03-14,14.98,4242.26,Processed
1279,391,40,Invoice,R,R683814,2020-12-17,6.02,3717.93,Processed
1280,259,14,Invoice,A,A415690,2023-11-02,0.12,4400.54,Processed
1281,487,20,Receipt,G,G354088,2021-08-23,8.7,3267.12,Cancelled
1282,319,39,Receipt,X,X110391,2020-06-02,11.64,2968.9,Cancelled
1283,471,23,Invoice,J,J394827,2021-08-12,1.29,6958.2,Cancelled
1284,232,20,Receipt,I,I010164,2021-01-27,7.43,2272.48,Pending
1285,144,42,Receipt,G,G215002,2022-01-06,14.91,8799.97,Pending
1286,184,42,Receipt,U,U482463,2020-05-24,5.38,2079.82,Processed
1287,508,25,Invoice,V,V596518,2023-04-06,13.08,7292.78,Cancelled
1288,153,37,Receipt,T,T197164,2023-09-18,0.1,1292.46,Cancelled
1289,243,29,Receipt,I,I318357,2023-12-06,6.14,2767.84,Cancelled
1290,411,39,Receipt,D,D361575,2023-10-12,7.6,3891.96,Pending
1291,321,4,Receipt,V,V880814,2021-03-09,4.41,2818.13,Pending
1292,480,10,Receipt,I,I223770,2023-12-27,12.17,1425.52,Cancelled
1293,177,5,Invoice,W,W044832,2021-12-16,5.88,8975.18,Pending
1294,406,15,Invoice,E,E880234,2023-06-30,8.59,9749.7,Pending
1295,222,17,Receipt,L,L438694,2021-02-22,1.16,5998.93,Processed
1296,528,43,Invoice,O,O136148,2023-12-18,12,388.72,Pending
1297,405,24,Invoice,C,C012056,2020-09-06,4.85,7426.38,Processed
1298,536,22,Receipt,A,A574198,2021-01-30,4.65,1959.08,Processed
1299,307,5,Receipt,C,C678557,2023-04-17,2.89,5460.01,Pending
1300,544,14,Invoice,M,M176933,2022-11-24,4.41,6365.42,Cancelled
1301,598,38,Receipt,V,V135326,2022-09-07,8.7,3225.41,Pending
1302,364,42,Receipt,P,P132944,2020-02-26,4.96,8219.44,Pending
1303,362,29,Receipt,E,E562370,2021-12-14,10.84,7797.73,Processed
1304,343,19,Receipt,A,A880212,2023-03-06,12.22,6230.33,Processed
1305,371,45,Receipt,E,E677468,2020-09-25,5.66,8435.62,Processed
1306,226,33,Receipt,B,B203460,2022-05-24,9.98,6848.39,Cancelled
1307,193,3,Receipt,X,X353122,2023-09-06,8.44,6354.26,Cancelled
1308,418,24,Receipt,J,J129430,2022-11-02,9.72,4288.07,Cancelled
1309,587,9,Receipt,O,O339443,2020-09-27,4.31,8823.07,Pending
1310,319,3,Receipt,N,N426937,2023-08-31,4.85,6899.89,Pending
1311,256,16,Receipt,N,N009913,2021-03-30,3.09,1976.56,Pending
1312,191,21,Receipt,R,R885276,2023-09-03,13.22,2909.6,Processed
1313,152,27,Invoice,V,V173596,2020-01-12,14.86,8382.29,Processed
1314,582,37,Receipt,O,O406515,2022-12-06,0.37,5219.74,Pending
1315,565,9,Receipt,Y,Y219605,2023-05-30,12.22,7569,Processed
1316,382,19,Receipt,Z,Z711462,2020-10-16,8.15,3739.32,Pending
1317,207,33,Invoice,N,N958076,2020-08-21,7.46,909.86,Cancelled
1318,181,7,Receipt,H,H802723,2020-06-26,2.22,3964.33,Processed
1319,297,29,Receipt,U,U930564,2022-11-07,9.58,2056.12,Pending
1320,418,41,Invoice,U,U782483,2021-07-30,4.77,6122.66,Pending
1321,349,7,Invoice,U,U080717,2021-08-30,3.75,4192.46,Cancelled
1322,508,25,Invoice,S,S264047,2020-03-02,12.37,7238.06,Pending
1323,586,18,Invoice,A,A669164,2021-04-10,9.36,5509.25,Cancelled
1324,177,23,Invoice,U,U502742,2021-07-02,3.05,7439.6,Cancelled
1325,450,35,Invoice,S,S276596,2023-10-16,11.17,6437.24,Processed
1326,240,40,Receipt,M,M134010,2023-10-21,14.41,4541.1,Cancelled
1327,389,12,Receipt,E,E793943,2023-11-28,11.4,2887.56,Cancelled
1328,465,50,Receipt,G,G736284,2020-11-17,4.95,4765.38,Pending
1329,389,33,Invoice,I,I009251,2020-01-24,9.32,9199.73,Processed
1330,188,43,Receipt,X,X069075,2021-09-03,5.07,4469.98,Processed
1331,446,25,Invoice,P,P433028,2020-01-02,1.31,4207.49,Processed
1332,192,31,Invoice,O,O062007,2023-05-03,0.27,9842.68,Cancelled
1333,439,47,Invoice,L,L315728,2022-09-22,7.57,4119.8,Processed
1334,368,7,Receipt,A,A819962,2021-12-20,8.54,7622.39,Cancelled
1335,142,9,Receipt,I,I476930,2021-09-28,1.2,8862.46,Cancelled
1336,583,28,Receipt,U,U680446,2023-09-18,6.1,9650.14,Processed
1337,458,45,Invoice,B,B403315,2022-06-23,5.39,8067.16,Processed
1338,582,36,Invoice,G,G859431,2023-05-20,2.55,2622.99,Cancelled
1339,568,19,Receipt,B,B906156,2023-06-27,6.43,140,Cancelled
1340,457,33,Invoice,G,G930690,2020-01-31,8.78,3080.39,Cancelled
1341,374,24,Receipt,J,J776978,2020-10-26,7.57,815.12,Pending
1342,488,46,Receipt,G,G963486,2021-11-09,2.03,828.08,Cancelled
1343,348,10,Invoice,A,A714082,2020-05-16,7.66,1588.67,Cancelled
1344,384,1,Invoice,L,L916777,2022-08-01,11.38,9202.13,Processed
1345,325,34,Receipt,X,X838424,2022-05-18,12.53,2968.12,Processed
1346,156,38,Receipt,V,V876611,2020-11-14,7.84,7924.84,Processed
1347,524,48,Invoice,C,C446506,2020-11-25,8.03,5029.63,Pending
1348,182,36,Invoice,G,G490818,2022-10-13,1.97,6930.91,Processed
1349,584,17,Invoice,P,P207578,2022-08-18,4.37,3026.85,Cancelled
1350,171,33,Receipt,L,L653464,2020-07-14,2.58,1648.53,Pending
1351,126,9,Receipt,G,G423425,2020-09-28,13.3,5688.64,Processed
1352,345,41,Invoice,P,P465803,2022-08-04,12.04,1643.27,Pending
1353,388,12,Invoice,D,D631296,2020-12-02,1.38,6456.32,Processed
1354,220,42,Receipt,T,T259727,2021-10-13,5.66,3723.36,Cancelled
1355,142,27,Receipt,I,I947627,2023-03-07,9.75,4497.93,Processed
1356,409,46,Receipt,O,O511662,2020-12-17,7.66,8645.64,Processed
1357,481,6,Invoice,K,K949583,2021-10-15,8.7,5896.41,Processed
1358,314,32,Invoice,O,O934754,2023-09-28,14.78,7855.99,Cancelled
1359,374,11,Invoice,R,R911339,2023-11-21,10.9,8547.85,Pending
1360,434,44,Receipt,T,T515030,2022-05-29,13.96,652.43,Pending
1361,498,10,Receipt,R,R088514,2021-07-29,13.68,7042.54,Processed
1362,216,42,Invoice,E,E239203,2021-04-10,0.87,8965.28,Cancelled
1363,514,15,Invoice,Z,Z847688,2022-11-09,14.35,5684.77,Pending
1364,261,36,Receipt,Q,Q452117,2022-04-23,6.88,4874.7,Cancelled
1365,420,16,Invoice,K,K289941,2022-01-25,10.64,2402.06,Cancelled
1366,392,18,Invoice,Y,Y517080,2020-03-26,12.04,5182.95,Pending
1367,550,32,Invoice,J,J499469,2022-06-05,13.08,5516.89,Pending
1368,479,19,Receipt,G,G675459,2020-09-18,7.12,7393.98,Pending
1369,124,29,Receipt,T,T814686,2022-02-18,5.89,117.99,Processed
1370,344,1,Receipt,P,P392037,2022-07-04,7.44,6694.61,Cancelled
1371,115,36,Invoice,Y,Y945919,2022-10-14,10.06,4370.4,Processed
1372,199,22,Invoice,I,I591767,2020-09-02,3.71,5409.49,Cancelled
1373,236,33,Invoice,T,T111973,2021-04-20,7.82,3154.44,Processed
1374,128,37,Receipt,Y,Y944546,2020-02-04,13.85,5664.84,Processed
1375,465,9,Receipt,Z,Z439300,2022-12-09,2.03,6879.46,Pending
1376,160,21,Receipt,M,M184016,2020-11-09,0.6,6010.74,Pending
1377,531,18,Invoice,F,F375577,2023-06-16,1.06,8068.15,Pending
1378,487,43,Receipt,E,E972404,2022-01-19,10.85,5263.37,Processed
1379,206,31,Receipt,M,M636303,2022-02-24,11.53,2377.11,Cancelled
1380,123,9,Receipt,X,X517445,2021-08-10,11.85,8553.72,Cancelled
1381,401,46,Receipt,G,G633001,2020-03-23,5.7,1506.8,Cancelled
1382,351,27,Receipt,Z,Z826217,2023-12-09,14.76,5450.75,Processed
1383,357,29,Receipt,J,J077255,2022-01-02,10.88,5065.29,Processed
1384,316,39,Invoice,R,R143462,2020-11-13,12.14,7055.84,Cancelled
1385,352,42,Receipt,C,C622454,2021-03-17,14.93,2620.8,Pending
1386,501,39,Invoice,K,K035422,2023-05-13,14.61,259.67,Cancelled
1387,256,29,Receipt,X,X285098,2023-04-20,2.51,3183.57,Cancelled
1388,371,13,Receipt,P,P248558,2022-05-16,5.79,140.92,Processed
1389,575,40,Invoice,J,J743434,2022-09-07,5.61,8585.9,Pending
1390,322,10,Receipt,U,U257627,2022-03-01,13.71,1834.42,Cancelled
1391,397,32,Invoice,W,W649700,2021-02-16,5.59,1590.51,Pending
1392,524,44,Invoice,X,X589187,2020-01-16,11.64,7896.41,Processed
1393,457,48,Receipt,S,S252543,2023-07-03,12.36,8873.32,Processed
1394,432,50,Receipt,Q,Q148730,2021-02-11,8.33,3122.38,Pending
1395,429,39,Invoice,I,I617337,2022-07-21,3.81,3843.29,Cancelled
1396,160,12,Receipt,J,J719946,2022-10-07,2.92,4311.83,Pending
1397,590,11,Receipt,F,F924370,2020-02-17,2.39,4279.15,Processed
1398,211,36,Invoice,E,E684426,2021-12-25,7.34,2156.33,Cancelled
1399,113,47,Invoice,V,V836816,2023-11-19,5.54,3882.07,Pending
1400,229,34,Receipt,O,O378126,2021-11-16,12.86,4605.22,Processed
1401,130,40,Receipt,I,I809088,2023-03-25,12.11,2482.44,Pending
1402,562,20,Receipt,C,C613610,2020-02-16,6.01,4747.52,Pending
1403,388,46,Receipt,I,I779496,2022-07-08,13.91,3066.7,Processed
1404,181,44,Invoice,L,L175599,2020-04-25,2.66,3826.75,Processed
1405,563,41,Invoice,G,G642587,2023-10-17,8.41,5460.85,Cancelled
1406,325,30,Invoice,T,T056757,2023-12-02,11.27,1882.29,Pending
1407,217,24,Invoice,S,S446300,2020-07-25,6.14,4759.28,Pending
1408,319,43,Invoice,O,O833231,2023-11-27,12.01,665.02,Processed
1409,379,24,Invoice,P,P110234,2023-05-05,1.45,7417.31,Processed
1410,530,32,Invoice,C,C180230,2021-01-28,13.51,799.67,Processed
1411,253,46,Receipt,R,R412683,2021-10-03,13.33,5857.48,Pending
1412,145,23,Invoice,Q,Q985605,2021-09-21,2.27,6110.91,Cancelled
1413,380,29,Invoice,S,S609207,2020-07-08,7.24,3594.08,Pending
1414,373,39,Invoice,M,M489243,2022-01-11,13.77,8188.13,Processed
1415,234,22,Receipt,R,R378090,2020-04-01,10.15,9092.39,Cancelled
1416,224,19,Invoice,O,O859302,2020-11-05,0.14,9068.45,Processed
1417,545,2,Receipt,P,P330765,2020-02-25,2.43,6771.77,Cancelled
1418,134,13,Invoice,N,N339548,2021-12-21,12.53,7872.12,Processed
1419,177,24,Invoice,R,R586662,2020-02-20,10.75,6585.31,Cancelled
1420,264,16,Invoice,X,X985729,2023-06-04,0.08,5779.45,Cancelled
1421,285,27,Receipt,C,C065821,2022-01-09,0.01,104.77,Pending
1422,416,37,Receipt,J,J195717,2023-08-18,4.69,6725.58,Cancelled
1423,475,46,Invoice,L,L818303,2023-09-26,10.3,6990.67,Pending
1424,555,24,Invoice,A,A525102,2020-01-11,14.42,6985.46,Processed
1425,572,13,Receipt,H,H234664,2021-08-31,12.37,5258.44,Processed
1426,234,22,Invoice,Y,Y364949,2021-01-30,10.43,1256.77,Processed
1427,204,24,Receipt,J,J857399,2020-07-09,6.63,3975.93,Pending
1428,407,14,Receipt,U,U899873,2020-06-23,5.45,7307.44,Processed
1429,321,44,Invoice,W,W154091,2023-11-06,6.28,6757.69,Cancelled
1430,320,8,Invoice,R,R519779,2021-01-05,14.63,4367.15,Processed
1431,229,27,Receipt,L,L682038,2023-07-29,3.83,2645.85,Cancelled
1432,152,26,Invoice,L,L214989,2023-02-19,12.91,1181.91,Processed
1433,288,26,Receipt,S,S062035,2022-06-30,1.61,7576.93,Cancelled
1434,578,50,Receipt,X,X392849,2023-10-16,2.59,9067.91,Processed
1435,159,18,Invoice,Y,Y681201,2020-12-12,2.32,670.49,Processed
1436,327,30,Receipt,K,K271230,2020-06-27,10.8,9799.68,Pending
1437,597,45,Invoice,I,I289857,2022-09-24,4.93,6222.3,Processed
1438,573,21,Invoice,H,H539186,2023-11-21,0.51,1028.72,Cancelled
1439,496,16,Receipt,T,T321096,2023-01-19,14.36,9873.01,Cancelled
1440,169,5,Receipt,M,M485289,2020-03-02,8.67,2287.18,Pending
1441,433,24,Receipt,S,S151568,2021-07-08,5.61,1713.59,Pending
1442,395,8,Receipt,T,T736247,2021-11-08,14.2,1876.31,Pending
1443,329,29,Receipt,D,D058049,2020-11-23,6.1,3012.15,Pending
1444,580,46,Invoice,P,P896435,2022-03-02,10.86,3025.43,Processed
1445,493,43,Receipt,R,R876953,2020-05-12,8.07,6084.07,Processed
1446,346,25,Invoice,S,S073837,2020-04-01,13.3,4527.87,Processed
1447,571,6,Invoice,M,M363590,2020-11-03,9.42,4541.66,Processed
1448,590,25,Receipt,W,W511576,2021-06-21,8.47,3622.71,Processed
1449,593,25,Receipt,H,H749552,2022-04-11,4.58,8036.21,Pending
1450,130,18,Receipt,I,I797200,2020-09-09,10.75,4600.49,Pending
1451,200,14,Receipt,J,J826417,2022-11-27,13.61,1491.02,Processed
1452,446,27,Receipt,Z,Z338801,2022-05-08,2.42,8938.78,Cancelled
